i,label_idx
1634,6
1635,4
1636,3
1637,9
1638,1
1639,6
1640,5
1641,2
1642,5
1643,9
1644,5
1645,9
1646,7
1647,3
1648,6
1649,7
1650,6
1651,6
1652,3
1653,3
1654,0
1655,5
1656,5
1657,6
1658,8
1659,2
1660,2
1661,1
1662,5
1663,6
1664,0
1665,6
1666,0
1667,3
1668,3
1669,1
1670,2
1671,9
1672,0
1673,6
1674,6
1675,6
1676,1
1677,8
1678,2
1679,0
1680,7
1681,3
1682,0
1683,6
1684,9
1685,9
1686,5
1687,5
1688,1
1689,2
1690,4
1691,7
1692,2
1693,4
1694,7
1695,1
1696,7
1697,9
1698,5
1699,5
1700,9
1701,3
1702,9
1703,2
1704,5
1705,1
1706,5
1707,2
1708,3
1709,7
1710,2
1711,0
1712,7
1713,2
1714,9
1715,6
1716,7
1717,7
1718,7
1719,8
1720,3
1721,3
1722,0
1723,3
1724,2
1725,2
1726,8
1727,0
1728,5
1729,3
1730,4
1731,7
1732,3
1733,2
1734,4
1735,9
1736,9
1737,2
1738,7
1739,9
1740,2
1741,2
1742,4
1743,6
1744,4
1745,7
1746,5
1747,5
1748,7
1749,8
1750,0
1751,8
1752,0
1753,7
1754,6
1755,6
1756,3
1757,6
1758,6
1759,6
1760,4
1761,9
1762,5
1763,8
1764,9
1765,0
1766,3
1767,5
1768,1
1769,6
1770,6
1771,2
1772,5
1773,3
1774,6
1775,0
1776,5
1777,1
1778,9
1779,3
1780,9
1781,0
1782,6
1783,5
1784,9
1785,6
1786,9
1787,5
1788,6
1789,1
1790,8
1791,1
1792,8
1793,6
1794,9
1795,1
1796,7
1797,7
1798,0
1799,0
1800,3
1801,8
1802,2
1803,4
1804,8
1805,5
1806,2
1807,3
1808,7
1809,3
1810,4
1811,0
1812,5
1813,5
1814,1
1815,0
1816,7
1817,1
1818,5
1819,8
1820,0
1821,4
1822,8
1823,3
1824,6
1825,2
1826,0
1827,4
1828,1
1829,9
1830,7
1831,3
1832,1
1833,0
1834,9
1835,6
1836,2
1837,1
1838,9
1839,7
1840,0
1841,3
1842,2
1843,3
1844,4
1845,3
1846,2
1847,9
1848,0
1849,0
1850,2
1851,2
1852,2
1853,8
1854,1
1855,8
1856,0
1857,3
1858,7
1859,9
1860,3
1861,1
1862,4
1863,6
1864,4
1865,1
1866,2
1867,8
1868,4
1869,0
1870,2
1871,5
1872,9
1873,9
1874,1
1875,6
1876,1
1877,2
1878,0
1879,1
1880,1
1881,2
1882,4
1883,0
1884,0
1885,5
1886,5
1887,8
1888,1
1889,6
1890,6
1891,2
1892,4
1893,6
1894,1
1895,2
1896,2
1897,5
1898,8
1899,0
1900,7
1901,6
1902,3
1903,8
1904,2
1905,4
1906,6
1907,8
1908,2
1909,3
1910,5
1911,8
1912,2
1913,6
1914,7
1915,5
1916,9
1917,5
1918,3
1919,9
1920,3
1921,9
1922,4
1923,0
1924,5
1925,7
1926,8
1927,7
1928,2
1929,6
1930,5
1931,4
1932,4
1933,9
1934,0
1935,2
1936,6
1937,8
1938,7
1939,6
1940,4
1941,4
1942,1
1943,6
1944,5
1945,3
1946,4
1947,2
1948,8
1949,1
1950,0
1951,9
1952,6
1953,6
1954,8
1955,2
1956,8
1957,5
1958,5
1959,1
1960,0
1961,9
1962,9
1963,4
1964,2
1965,9
1966,4
1967,0
1968,2
1969,4
1970,1
1971,6
1972,5
1973,4
1974,5
1975,3
1976,8
1977,3
1978,9
1979,9
1980,4
1981,0
1982,8
1983,8
1984,8
1985,3
1986,7
1987,5
1988,5
1989,1
1990,3
1991,7
1992,7
1993,3
1994,2
1995,9
1996,8
1997,3
1998,1
1999,0
2000,9
2001,7
2002,4
2003,6
2004,5
2005,5
2006,7
2007,3
2008,8
2009,2
2010,0
2011,3
2012,1
2013,4
2014,7
2015,1
2016,4
2017,9
2018,9
2019,8
2020,3
2021,4
2022,3
2023,3
2024,2
2025,6
2026,8
2027,0
2028,0
2029,0
2030,9
2031,5
2032,9
2033,8
2034,0
2035,7
2036,0
2037,0
2038,8
2039,9
2040,2
2041,1
2042,3
2043,8
2044,8
2045,2
2046,6
2047,4
2048,8
2049,5
2050,2
2051,6
2052,0
2053,1
2054,8
2055,9
2056,5
2057,0
2058,6
2059,3
2060,1
2061,5
2062,4
2063,4
2064,2
2065,8
2066,9
2067,5
2068,6
2069,7
2070,4
2071,3
2072,6
2073,0
2074,8
2075,7
2076,7
2077,2
2078,9
2079,2
2080,1
2081,0
2082,2
2083,7
2084,5
2085,2
2086,3
2087,4
2088,3
2089,9
2090,1
2091,0
2092,0
2093,5
2094,6
2095,2
2096,5
2097,7
2098,5
2099,4
2100,6
2101,0
2102,2
2103,6
2104,6
2105,0
2106,4
2107,5
2108,7
2109,5
2110,5
2111,3
2112,2
2113,2
2114,5
2115,4
2116,9
2117,8
2118,1
2119,3
2120,8
2121,5
2122,8
2123,2
2124,5
2125,9
2126,8
2127,8
2128,5
2129,2
2130,1
2131,7
2132,8
2133,3
2134,3
2135,3
2136,1
2137,9
2138,9
2139,0
2140,8
2141,7
2142,4
2143,7
2144,8
2145,3
2146,9
2147,9
2148,2
2149,5
2150,6
2151,8
2152,6
2153,1
2154,5
2155,3
2156,7
2157,6
2158,2
2159,1
2160,5
2161,3
2162,1
2163,7
2164,6
2165,0
2166,4
2167,3
2168,8
2169,5
2170,7
2171,6
2172,7
2173,3
2174,9
2175,5
2176,4
2177,6
2178,9
2179,6
2180,8
2181,7
2182,7
2183,3
2184,7
2185,0
2186,7
2187,4
2188,7
2189,4
2190,3
2191,6
2192,6
2193,6
2194,7
2195,7
2196,3
2197,1
2198,6
2199,6
2200,5
2201,1
2202,5
2203,5
2204,4
2205,3
2206,1
2207,1
2208,9
2209,1
2210,4
2211,9
2212,3
2213,6
2214,2
2215,1
2216,8
2217,2
2218,0
2219,4
2220,1
2221,3
2222,6
2223,5
2224,5
2225,4
2226,0
2227,0
2228,0
2229,7
2230,5
2231,5
2232,0
2233,7
2234,8
2235,1
2236,8
2237,4
2238,7
2239,5
2240,6
2241,6
2242,8
2243,6
2244,2
2245,4
2246,2
2247,4
2248,2
2249,1
2250,6
2251,8
2252,5
2253,2
2254,8
2255,9
2256,9
2257,5
2258,1
2259,5
2260,1
2261,6
2262,5
2263,5
2264,6
2265,5
2266,1
2267,9
2268,5
2269,0
2270,6
2271,1
2272,3
2273,0
2274,0
2275,2
2276,1
2277,0
2278,2
2279,2
2280,3
2281,1
2282,0
2283,9
2284,1
2285,5
2286,1
2287,7
2288,1
2289,4
2290,7
2291,2
2292,5
2293,2
2294,0
2295,1
2296,2
2297,2
2298,9
2299,8
2300,8
2301,8
2302,7
2303,3
2304,3
2305,5
2306,9
2307,3
2308,5
2309,4
2310,1
2311,3
2312,4
2313,1
2314,1
2315,2
2316,7
2317,8
2318,3
2319,1
2320,0
2321,6
2322,8
2323,4
2324,9
2325,6
2326,2
2327,6
2328,1
2329,0
2330,9
2331,6
2332,9
2333,4
2334,9
2335,3
2336,9
2337,3
2338,0
2339,5
2340,6
2341,3
2342,2
2343,4
2344,2
2345,1
2346,2
2347,9
2348,0
2349,2
2350,5
2351,6
2352,1
2353,1
2354,7
2355,2
2356,5
2357,8
2358,8
2359,9
2360,4
2361,3
2362,3
2363,7
2364,7
2365,9
2366,8
2367,1
2368,9
2369,9
2370,0
2371,6
2372,7
2373,8
2374,9
2375,3
2376,1
2377,8
2378,0
2379,7
2380,3
2381,3
2382,1
2383,4
2384,7
2385,2
2386,3
2387,6
2388,5
2389,4
2390,1
2391,9
2392,0
2393,7
2394,1
2395,9
2396,1
2397,9
2398,8
2399,9
2400,5
2401,3
2402,9
2403,1
2404,7
2405,5
2406,1
2407,8
2408,5
2409,7
2410,0
2411,8
2412,4
2413,5
2414,1
2415,8
2416,1
2417,9
2418,2
2419,7
2420,9
2421,7
2422,6
2423,1
2424,8
2425,2
2426,3
2427,7
2428,0
2429,1
2430,4
2431,6
2432,2
2433,1
2434,0
2435,7
2436,8
2437,4
2438,8
2439,4
2440,6
2441,0
2442,7
2443,5
2444,7
2445,0
2446,8
2447,0
2448,8
2449,9
2450,5
2451,6
2452,0
2453,5
2454,6
2455,9
2456,9
2457,1
2458,7
2459,4
2460,9
2461,9
2462,5
2463,9
2464,5
2465,8
2466,0
2467,2
2468,4
2469,4
2470,1
2471,2
2472,8
2473,2
2474,0
2475,6
2476,3
2477,2
2478,6
2479,2
2480,5
2481,7
2482,6
2483,8
2484,2
2485,3
2486,2
2487,8
2488,2
2489,0
2490,4
2491,2
2492,6
2493,9
2494,6
2495,7
2496,3
2497,1
2498,9
2499,0
2500,6
2501,2
2502,6
2503,6
2504,6
2505,9
2506,3
2507,0
2508,1
2509,5
2510,6
2511,4
2512,1
2513,9
2514,7
2515,0
2516,9
2517,5
2518,0
2519,5
2520,2
2521,5
2522,6
2523,6
2524,4
2525,0
2526,8
2527,6
2528,3
2529,5
2530,5
2531,0
2532,9
2533,2
2534,5
2535,7
2536,2
2537,2
2538,6
2539,0
2540,9
2541,0
2542,0
2543,4
2544,5
2545,6
2546,4
2547,6
2548,6
2549,0
2550,2
2551,1
2552,5
2553,2
2554,6
2555,1
2556,3
2557,0
2558,6
2559,4
2560,8
2561,0
2562,9
2563,5
2564,7
2565,8
2566,4
2567,1
2568,1
2569,2
2570,1
2571,1
2572,8
2573,6
2574,5
2575,0
2576,0
2577,6
2578,8
2579,6
2580,0
2581,8
2582,4
2583,2
2584,6
2585,7
2586,8
2587,7
2588,2
2589,4
2590,8
2591,6
2592,8
2593,5
2594,6
2595,3
2596,2
2597,8
2598,4
2599,4
2600,3
2601,3
2602,4
2603,4
2604,4
2605,6
2606,1
2607,5
2608,6
2609,7
2610,6
2611,8
2612,0
2613,8
2614,5
2615,7
2616,4
2617,7
2618,2
2619,0
2620,2
2621,8
2622,1
2623,0
2624,7
2625,2
2626,1
2627,5
2628,0
2629,8
2630,4
2631,8
2632,5
2633,3
2634,7
2635,6
2636,3
2637,1
2638,4
2639,7
2640,1
2641,7
2642,2
2643,2
2644,1
2645,5
2646,5
2647,1
2648,5
2649,9
2650,6
2651,3
2652,5
2653,0
2654,6
2655,4
2656,8
2657,6
2658,6
2659,7
2660,9
2661,9
2662,4
2663,6
2664,4
2665,6
2666,4
2667,3
2668,5
2669,0
2670,9
2671,6
2672,4
2673,8
2674,1
2675,2
2676,6
2677,1
2678,3
2679,6
2680,1
2681,5
2682,0
2683,3
2684,3
2685,2
2686,7
2687,7
2688,0
2689,9
2690,4
2691,6
2692,7
2693,9
2694,5
2695,9
2696,7
2697,5
2698,0
2699,3
2700,5
2701,4
2702,0
2703,0
2704,9
2705,4
2706,7
2707,7
2708,2
2709,5
2710,0
2711,9
2712,6
2713,9
2714,1
2715,0
2716,9
2717,5
2718,2
2719,3
2720,8
2721,4
2722,8
2723,9
2724,0
2725,4
2726,8
2727,0
2728,0
2729,1
2730,4
2731,1
2732,6
2733,6
2734,7
2735,1
2736,3
2737,4
2738,0
2739,6
2740,9
2741,5
2742,1
2743,7
2744,7
2745,6
2746,6
2747,4
2748,7
2749,0
2750,0
2751,7
2752,3
2753,6
2754,2
2755,5
2756,7
2757,0
2758,1
2759,7
2760,6
2761,6
2762,0
2763,2
2764,4
2765,9
2766,7
2767,8
2768,5
2769,4
2770,5
2771,6
2772,8
2773,7
2774,2
2775,4
2776,6
2777,4
2778,7
2779,3
2780,2
2781,8
2782,8
2783,7
2784,7
2785,8
2786,8
2787,7
2788,4
2789,7
2790,4
2791,8
2792,6
2793,2
2794,8
2795,2
2796,3
2797,2
2798,0
2799,1
2800,6
2801,6
2802,1
2803,7
2804,6
2805,3
2806,7
2807,2
2808,8
2809,4
2810,4
2811,8
2812,5
2813,7
2814,6
2815,8
2816,0
2817,1
2818,1
2819,7
2820,6
2821,6
2822,4
2823,4
2824,8
2825,8
2826,3
2827,4
2828,4
2829,1
2830,7
2831,8
2832,9
2833,6
2834,7
2835,6
2836,4
2837,4
2838,9
2839,3
2840,8
2841,0
2842,0
2843,6
2844,1
2845,4
2846,3
2847,6
2848,1
2849,5
2850,2
2851,1
2852,6
2853,9
2854,0
2855,4
2856,4
2857,4
2858,1
2859,6
2860,6
2861,0
2862,1
2863,9
2864,5
2865,6
2866,9
2867,9
2868,6
2869,1
2870,7
2871,5
2872,3
2873,0
2874,7
2875,8
2876,4
2877,0
2878,9
2879,0
2880,4
2881,4
2882,9
2883,0
2884,9
2885,4
2886,8
2887,4
2888,3
2889,3
2890,6
2891,0
2892,4
2893,7
2894,2
2895,8
2896,0
2897,9
2898,3
2899,7
2900,3
2901,4
2902,2
2903,9
2904,9
2905,3
2906,8
2907,2
2908,5
2909,9
2910,6
2911,2
2912,0
2913,3
2914,0
2915,5
2916,3
2917,5
2918,3
2919,1
2920,6
2921,5
2922,5
2923,2
2924,4
2925,6
2926,0
2927,9
2928,6
2929,9
2930,3
2931,4
2932,0
2933,8
2934,1
2935,4
2936,5
2937,2
2938,7
2939,8
2940,3
2941,2
2942,2
2943,3
2944,9
2945,1
2946,7
2947,9
2948,5
2949,1
2950,9
2951,1
2952,9
2953,4
2954,3
2955,8
2956,7
2957,6
2958,1
2959,8
2960,9
2961,8
2962,7
2963,6
2964,7
2965,0
2966,1
2967,0
2968,8
2969,4
2970,9
2971,7
2972,7
2973,5
2974,7
2975,4
2976,8
2977,6
2978,7
2979,4
2980,5
2981,5
2982,3
2983,7
2984,0
2985,3
2986,4
2987,3
2988,0
2989,7
2990,2
2991,6
2992,9
2993,1
2994,4
2995,6
2996,1
